brandname,pid,pname,age,tags,repurchased,like_c,concern_list,skin_type,score,date,text
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,19,"['커버력좋은', '인생템']",0,0,"모공,민감성,피지과다",지성,4,2017-12-08,#커버력좋은 커버력이 진짜 짱이에요♡♡♡♡😄😄 이라인 컨실러도 넘 조은거 같아요 근데 쫌 떠요 겨울에는 #커버력좋은 #인생템 
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,19,"['커버력좋은', '추천템']",1,1,"모공,잡티,트러블",복합성,4,2017-12-07,"컬러가 회색끼 조금 있었지만 커버력, 지속력이 좋아 마음에 들었던!
2통 사용하다가 에뛰드 더블래스팅으로 갈아탔지만
지금도 쓰라면 잘 쓸 수 있는 아이에요 ㅎㅎ
용량에 비해 가격, 퀄이 좋은게 장점 ! #커버력좋은 #추천템 "
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,24,[],1,0,"각질,건조함,트러블",건성,4,2017-12-07,"고딩때부터 썼던 제 인생템! 저렴이인데 커버력까지좋아서 막 발라도 잘발리고 좋아요
그치만 촉촉함은 살짝 부족하기때문에 기초를 탄탄히 해주면 더 좋아요!"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,22,[],0,0,"각질,잡티,트러블",복합성,3,2017-12-05,"커버력을 원한다면 이비비가 좋야요!! 하지만 
건성이신분들은 갈라질것같아요ㅜㅜ"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,26,[],0,0,"건조함,피부톤,민감성",복합성,3,2017-12-03,"보통 21호 쓰는데 요거 1호쓰니 생각보다 밝아요!!
커버력이 좋기는 한데 확실히 ㅠㅠ 너무 화장한 티가 많이 나서
자연스러운 베이스 원하는 분들에겐 비추에요!!
커버력 확! 되고 화사해지는 피부 원하시면 쓰기 좋을 듯!"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,28,['커버력좋은'],1,0,"모공,각질,피부톤",복합성,3,2017-11-30,"가성비 좋아서 사용했었는데, 저는 다크닝이 조금 생기더라구요 ㅠㅠ 피부마다 다 다른 것 같은데 가성비가 좋은건 확실한듯해요 ! #커버력좋은"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,24,['비추템'],0,0,"주름,잡티,피지과다",복합성,2,2017-10-18,"우선 너무 뻑뻑하구요 ..제가 지성피분데도 뻑뻑했어요!!
바로 쓰레기통으로 직행.......흑흑
사람마다 사바사 있겠지만
전 좁쌀 여드름 까지 났어요! #비추템 
커버력은 좋은거 같아요"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,23,"['인생템', '커버력', '끈적임']",1,1,"모공,건조함,트러블",건성,4,2017-10-02,"거의 #인생템 물방울 스펀지로 톡톡 쳐주면 두껍지 않게 발리고
다만 2호는 어두운데 1호는 너무 밝아서 소량으로 사용해요 가격은 비비치고 비싸다고 생각해서 아리따움 할인 할 때 거의 2개 3개씩 사요 그 할인가격에 이정도 퀄리티면 아주 좋은 아이에요 #커버력 확실히 좋아요 다만 머리카락 얼굴이 잘 달라붙어요 #끈적임 조금 있는 편이라서 그 부분은 아쉬워요 :("
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,27,['커버력좋은'],0,0,"잡티,피부톤,트러블",건성,4,2017-09-24,"이거 진심 커버는 100점이에요 근데
촉촉함이나 무너짐이 너무 안예뻐서 저는 미스트가 필수였던 제품이었어요 ㅠㅠㅠㅠㅠㅠ #커버력좋은 "
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,33,"['쫀쫀한제형', '커버력높은비비크림']",0,1,"모공,잡티,민감성",복합성,3,2017-09-23,#쫀쫀한제형 #커버력높은비비크림 이지만 색상이 횟기돌구 비빈데 자연스러운 맛이 없구 쫀쫀해서 인지 발림성도 좋지않아서 손으로 펴바르기 힘들어요~~ 장점은 단하나! 저렴한가격...
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,33,"['지속력좋은', '커버력좋은', '자연스러운', '추천템']",0,3,"모공,잡티,민감성",복합성,4,2017-09-06,"#지속력좋은 #커버력좋은 #자연스러운 #추천템 
풀커버 비비크림’은 피부 결점을 감쪽같이 가려주고, 오랜시간 다크닝 없이 화사하게 피부를 연출해주는 ‘무결점 커버 비비크림’으로 강력한 자외선 차단은 물론 미세먼지 등 외부 유해 환경으로부터 피부를 보호해주어요. 단 양조절을 잘못 하게되면 낭패를 볼수 있으니 참고 하셔야 해요. 또한 너무 건조할떄 바르면 피부가 갈라진것 같은 효과가 종종 있더라구요. 적당한 보습과 양으로 무결점 피부되세요!"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,31,[],1,3,"모공,잡티,민감성",복합성,5,2017-07-27,"완전 대박
지속력, 발림성, 커버 전부 짱이에요 
1호 2호 둘다쓰는데..
어두운 톤분들은 밝으실꺼에요!!"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,27,"['자연스러운', '커버력좋은', '지속력좋은']",0,0,"모공,잡티,건조함",건성,4,2017-06-20,"의외로 두껍고 꾸덕하니 별로일줄알았는데 피부에 잘 고르게 발리고 커버가되요!작은점. 잡티 이런것들 금방지우개처럼 
잘가려져서 굿!소량을 사용해도 커버력짱짱해여.
따로 컨실러 두껍게바를필요없고 지속성도괜춘. #자연스러운 #커버력좋은 #지속력좋은 "
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,20,[],0,0,"모공,피부톤,피지과다",지성,4,2017-06-18,"친구꺼 몇 번 써보다가 구매한 제품! 파데로 갈아탄지 오래지만 극지성이라 지성에 좋다는 파데들은 비싸소,, 이 제품 좀 건조해서 지성인 나한테는 잘 맞음! 존좋b 심지어 이거 다 쓴 쿠션에 이거 넣어서 사용함"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,31,[],1,1,"모공,잡티,민감성",복합성,4,2017-03-29,"역시 이름답게 커버력이 좋습니다 ~^^
요제품하고 또 다른제품도 번갈아가며 사용중인데요
다른제품도 좋은제품이라 커버력좋고 좋은데 원래 커버력좋은 제품이 오일을 섞지않으면 쫀쫀해서 바를때 시간이 쫌 걸리는데 요 상품은 촉촉해요 ㅋ
근데 커버가 잘됩니다 ㅋ
한가지 단점은 향이 진해요 ㅋ
좋은 스킨향이 나긴한데 저는 따로 향수를 쓰기때문에 ㅋㅋ 요아이를 바르면 꾀 오래 코에서 비비향기가 오래나거든여 ㅋㅋ  
그것빼고는 저한텐 굿굿 ♥가격도 굿굿♥"
아리따움,32587,풀커버 비비크림 SPF50+ PA+++,29,['커버력좋은'],0,1,민감성,건성,4,2017-03-10,"커버력이 정말 좋아요~
가격대비에 괜찮은거같아여!
조금씩 자주 바꾸는게 좋은데 제격! #커버력좋은 "
닥터자르트,31886,실버라벨 비비크림,26,"['지속력좋은', '커버력좋은', '촉촉한', '인생템']",1,1,"잡티,민감성,트러블",복합성,4,2018-05-24,"여드름치료하면서 촉촉하게 쓸 비비를 찾다가 닥터자르트 샘플받아서 써보고 커버력과 지속력에 2통째 쓰고 있어요. 커버력도 좋고 촉촉하게 잘발립니다. 손으로 모공사이사이 눌러 채워주고 똥퍼프로 바르면 자연스럽게 커버되고 매끈매끈해보여요!! 
색이 회끼가 많이 돌고 그래서 갈아탈까 했는게 홍조커버도 잘되고 파데라 섞발했을 때도 좋고 적은 양으로도 잘발려서 이것만 써요.
여러비비써봤지만 여기꺼가 제일 지속력도 좋고 유분올라왔을 때도 윤기나는 정도여서 좋았어요. #지속력좋은 #커버력좋은 #촉촉한 #인생템 "
닥터자르트,31886,실버라벨 비비크림,27,"['커버력좋은', '추천템', '지속력좋은', '촉촉한']",1,0,"모공,피부톤",복합성,5,2018-05-03,"커버력도 좋고 발림성도 좋아요 
실버라벨이 젤 좋은거같은데 품절이라 수분감있다는 하늘색?샀는데 이것도 좋아요 ㅎ 
아침에 출근전에 집에서 이걸로하고 중간중간 수정만 쿠션으로 하고있어요 #커버력좋은 #추천템 #지속력좋은 #촉촉한 "
닥터자르트,31886,실버라벨 비비크림,20,[],0,0,"모공,트러블,피지과다",지성,2,2018-04-13,"이거커버도별루고두껍게발리는그냥얼굴에얹은것같고 지속력이..정말안좋았고다크닝도 한시간반마다덧바루고
좀뜨기도하고.."
닥터자르트,31886,실버라벨 비비크림,23,[],0,0,"모공,각질,민감성",지성,3,2018-04-05,"닥터자르트 실버라벨 비비크림은 워낙 유명한 제품이라 사용해보았는데. 제 피부엔 색상이 어두운 것 같아요.
피부에 발랐을 때 화사하다는 느낌보다는 안색이 어두워지는 것 같아 재구매는 안했습니다. 그래도 질감은 나쁘지 않아 그점은 괜찮았어요! 피부에 모공과 잡티 가릴 것들이 많거나 지성이신 분들은 비비크림보다는 파운데이션을 사용하는게 좋을 듯 싶어요!!"
닥터자르트,31886,실버라벨 비비크림,19,['커버력좋은'],0,1,"잡티,건조함,트러블",건성,4,2018-02-15,비비크림이라 잿빛이좀도는데 또 얼굴에 올리면 그렇지 않더라구요 무엇보다도 커버력이 정만좋은것같아요 다른 비비크림에비해 다크닝도 적은편이구요 적당한 촉촉한제형인것같아요 묽은편은 아니고 되게 되직해요 가끔 물하고 비비하고 분리되어서 나올때가 있는데 그럴땐 흔들어서 사용해요ㅠㅠ 커버력좋은 비비크림찾으신다면 이걸추천합니다 #커버력좋은 
닥터자르트,31886,실버라벨 비비크림,25,"['커버력좋은비비', '비비크림', '추천템']",0,0,민감성,건성,5,2018-02-13,"이거 진짜 들뜨지도 않고 아주 쫙 붙어요!!ㅎㅎ 속건조가 되게 심한데 당기거나 그런것도 없었고 닥터자르트 크림도 좋아하는데 요 비비도 진짜 만족스러웠어요!! 
#커버력좋은비비 #비비크림 #추천템"
닥터자르트,31886,실버라벨 비비크림,19,['비추템'],0,0,"건조함,피부톤,트러블",복합성,2,2018-02-12,이거 좋다고 하는 사람 많네요... 저는 개인적으로는 그냥 그랬어요. 제가 피부도 건조하고 피부톤도 밝은 편이 아니라 제 피부톤에 안맞고 커버력은 좋기는 한데 두껍게 발리는 느낌이 있었어요. 두번쓰고 안쓰게 되더라구요..갠적으로 비비는 가볍게 발려야 자연스럽고 이쁜데 이거는 그런 피부 표현이 안되요. 저는 비추요! #비추템
닥터자르트,31886,실버라벨 비비크림,19,"['커버력좋은', '자연스러운', '인생템', '추천템']",1,1,"잡티,민감성,트러블",중성,5,2018-01-21,일단 닥터자르트...정말 믿을만한 회사죠! 커버력 은근좋아요! 자연스럽고 성분도 다른거에비해 정말좋아요! 저 정말 인생템될듯! 이거쓰다가 다른제품쓰면 여드름이올라와요ㅠㅠ 이거 정말 좋아요! 근데 지속력이 조금아쉬워요ㅜㅠㅠ그래도 좋은편이예요! #커버력좋은 #자연스러운 #인생템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 #추천템 
닥터자르트,31886,실버라벨 비비크림,25,"['지속력좋은', '인생템']",1,1,"모공,잡티,민감성",건성,5,2018-01-10,"다른 타제품 비비쓰면 막 얼굴에 뭐 올라오고 그러는데
이 비비는 없음 ㅠㅠ 닥터자르트꺼라서 그런가.. 아무튼 비비계열중에 커버력도 나쁘지 않고 좋아용
#지속력좋은 #인생템"
닥터자르트,31886,실버라벨 비비크림,30,[],1,0,"잡티,민감성,트러블",복합성,4,2017-12-24,피부가 건조한 편이라 파데보단 비비를 자주 사용하는 편이지만.. 유분때문에 아무리 건조한 피부라도 여름에는 사용하기 좀 답답하구요.. 겨울에도 번들거림은 좀 있기 때문에 깔끔하거나 매트한 화장 원하시는 분들은 단독으로 사용하기엔 무리예용.. 장점이라면 성분이 나쁘지 않다는 점..? 민감성 피부라 저에게 안맞는 성분은 피하느라 이것저것 성분 비교하면서 구매하는데 이정도면.. 좋지도 않지만 나쁘지도 않아요.
닥터자르트,31886,실버라벨 비비크림,19,"['지속력좋은', '커버력좋은', '자연스러운', '촉촉한', '인생템', '추천템']",0,0,"잡티,피부톤,트러블",건성,4,2017-12-07,비비크림을 별로 안 좋아하는 저한테도 괜찮았던 제품 ! 컬러도 회색빛 안 돌고 비비 안 같아서 더 좋았어여 :) 건성인 저도 충분히 잘 쓸 수 있을만큼 촉촉해요 ㅎㅎ #지속력좋은 #커버력좋은 #자연스러운 #촉촉한 #인생템 #추천템 
닥터자르트,31886,실버라벨 비비크림,30,"['지속력좋은', '커버력좋은', '촉촉한']",1,0,"주름,잡티,피부톤",복합성,4,2017-12-06,"실버라벨  비비는  진짜유명해요~!그래서  저도이번에이용해봣는데 다크닝도  적고 진짜 촉촉해요~!
저는개인적으로 촉촉한거를  좋아해서  맘에들어요 ㅎㅎㅎㅎ #지속력좋은 #커버력좋은 #촉촉한 "
닥터자르트,31886,실버라벨 비비크림,26,[],1,0,"건조함,피부톤,민감성",복합성,5,2017-12-03,"닥터자르트 실버비비는 대학교때 진짜 많이썼던 비비에요!!!!
건성+민감성인 저한테 뭐 안나고 건조함 없이 잘 맞았고!
커버력이 꽤 있는 편이라서 컨실러도 안썼어요!!!
비비중에 추천하자면 이제품 진짜 강추해요 ㅠㅠ!!"
닥터자르트,31886,실버라벨 비비크림,31,[],0,0,"모공,잡티,피부톤",복합성,4,2017-12-01,파운데이션은 답답해서 잘 사용하지못해 비비를 주로 많이사용해요~이번에 지인추천으로 구입했는데 커버력이좋고 건조하고 답답하지 않아요 그냥 무난하게 괜찮은것 같아요~ 퍼프나도구를이용해서바르면 더 매끈한피부를 표현할수 있다고 하던데 손으로 펴발라도 밀리지는 않아요 시간이 지나면 유분이 올라와서 다크닝현상도 살짝 있지만 비비바르고 파우더로 살짝마무리하면 유분이 덜 올라와요
닥터자르트,31886,실버라벨 비비크림,25,[],1,0,"건조함,피부톤",건성,4,2017-11-30,"저는 파운데이션이 너무 피부를 상하게 하는 것 같아서 비비만 쓰고 수정을 쿠션으로 해주는데요
얘로 얼굴 전체 발라주고 얼굴 중앙 부위만 컨실러로 밝혀주면서 지속력도 해결해주고 있어요.
그럼 다크닝 없이 유지할 수 있답니다!
컨실러 안쓰면 지속력이 꽝이긴해요 ㅠㅠ
밀착력 좋고 트러블 딱히 없고 너무 회색빛 안 심해서 
다쓰면 또 살 것 같아요~!"
닥터자르트,31886,실버라벨 비비크림,24,"['지속력좋은', '커버력좋은', '자연스러운', '촉촉한', '인생템']",1,0,"각질,건조함,민감성",건성,5,2017-11-30,#지속력좋은 #커버력좋은 #자연스러운 #촉촉한 #인생템 
닥터자르트,31886,실버라벨 비비크림,20,"['인생템', '자연스러운']",1,1,"모공,각질,민감성",건성,4,2017-11-19,"제 인생비비!
지복합성용임에도 건성인 제가 사용하기에도
건조하지 않고 촉촉했고 마무리감만 보송해서
좋았어요 ㅎㅎ
커버력같은 경우는 실핏줄, 여드름흉터 정도는
가려지지만 다크써클이나 모공은 커버가 안되요 ㅜㅜ
그리고 색상이 한가지라서 조금 아쉽네요 
그래도 21호 웜톤 저에게는 잘 맞는 색상이였고
피부표현이 너무 이뻐요 ㅎㅎ
가장 좋은건 순한성분! 민감성인 저도
몇년째 트러블없이 잘 사용중입니다 ㅎㅎ
가끔 물?오일? 같은거랑 비비랑 분리될때가 
있어서 불편한건 있지만 그걸 감수할만한 제품인 것 같아요 ㅎㅎ #인생템 #자연스러운"
